"id","id_beneficaria","id_rubro","fecha_entrega","fecha_cobro","prestamo","saldo_anterior","monto_cheque","tasa_interes","deuda_total","id_cartera","cuotas","nro_credito","fecha_finalizacion","comentarios","gastos_arquitecto"
66,128,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$450.00,0,$450.00,0.20,$540.00,3,48,"1",2008-06-21 0:00:00,,
67,129,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$450.00,0,$450.00,0.20,$540.00,3,48,"1",2008-12-31 0:00:00,"Incobrable 2008",
68,130,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$339.00,0,$339.00,0.20,$406.80,3,48,"1",2009-02-28 0:00:00,"Incobrable 2008",
69,131,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$400.00,0,$400.00,0.20,$480.00,3,48,"1",2008-05-17 0:00:00,,
70,132,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$300.00,0,$300.00,0.20,$360.00,3,48,"1",2008-12-31 0:00:00,"Incobrable 2008",
71,92,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$500.00,106,$393.50,0.20,$600.00,1,48,"3",2008-06-21 0:00:00,,
72,178,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$257.40,0,$257.40,0.20,$308.88,1,48,"1",2008-12-31 0:00:00,"Incobrable 2008",
73,179,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$450.00,0,$450.00,0.20,$540.00,1,48,"1",2008-05-17 0:00:00,,
74,180,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$450.00,0,$450.00,0.20,$540.00,1,48,"1",2008-12-31 0:00:00,"Incobrable 2008",
75,181,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$447.20,0,$447.20,0.20,$536.64,1,48,"1",2008-05-03 0:00:00,,
76,182,1,2007-07-21 0:00:00,2007-07-23 0:00:00,$450.00,0,$450.00,0.20,$540.00,1,48,"1",2008-05-17 0:00:00,,
77,84,18,2007-07-28 0:00:00,2007-07-30 0:00:00,$500.00,22,$477.58,0.20,$600.00,1,48,"2",2008-07-26 0:00:00,,
78,47,15,2007-07-28 0:00:00,2007-07-30 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"4",2009-03-21 0:00:00,,
79,78,18,2007-07-28 0:00:00,2007-07-30 0:00:00,$500.00,108,$392.40,0.20,$600.00,1,48,"4",2008-05-24 0:00:00,,
80,82,2,2007-07-28 0:00:00,2007-07-30 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"3",2008-08-09 0:00:00,,
81,110,1,2007-07-28 0:00:00,2007-07-31 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-07-14 0:00:00,,
82,42,16,2007-08-18 0:00:00,2007-08-20 0:00:00,$1000.00,144,$856.20,0.20,$1200.00,1,48,"9",2008-11-01 0:00:00,,
83,37,17,2007-09-08 0:00:00,2007-09-10 0:00:00,$1980.00,0,$1980.00,0.20,$2376.00,1,48,"10",2008-07-05 0:00:00,,
84,183,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$450.00,0,$450.00,0.20,$540.00,5,48,"1",2008-09-27 0:00:00,,
85,184,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$450.00,0,$450.00,0.20,$540.00,5,48,"1",2010-01-01 0:00:00,"Incobrable 2009",
86,185,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$450.00,0,$450.00,0.20,$540.00,5,48,"1",2008-08-23 0:00:00,,
87,186,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$450.00,0,$450.00,0.20,$540.00,5,48,"1",2010-01-01 0:00:00,"Incobrable 2009",
88,187,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$450.00,0,$450.00,0.20,$540.00,5,48,"1",2010-01-01 0:00:00,"Incobrable 2009",
89,155,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-11-07 0:00:00,,
90,156,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-09-06 0:00:00,,
91,41,1,2007-09-22 0:00:00,2007-09-24 0:00:00,$1000.00,0,$1000.00,0.20,$1200.00,1,48,"9",2008-05-03 0:00:00,,
92,133,1,2007-09-29 0:00:00,2007-10-01 0:00:00,$450.00,0,$450.00,0.20,$540.00,4,48,"1",2008-09-27 0:00:00,,
93,134,1,2007-09-29 0:00:00,2007-10-01 0:00:00,$435.00,0,$435.00,0.20,$522.00,4,48,"1",2008-09-06 0:00:00,,
94,135,1,2007-09-29 0:00:00,2007-10-01 0:00:00,$450.00,0,$450.00,0.20,$540.00,4,48,"1",2008-08-30 0:00:00,,
95,136,1,2007-09-29 0:00:00,2007-10-01 0:00:00,$418.00,0,$418.00,0.20,$501.60,4,48,"1",2008-07-12 0:00:00,,
96,12,18,2007-09-29 0:00:00,2007-10-01 0:00:00,$600.00,81,$518.60,0.20,$720.00,1,48,"3",2008-12-31 0:00:00,"Incobrable 2008",
97,138,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$450.00,0,$450.00,0.20,$540.00,2,48,"1",2008-09-06 0:00:00,,
98,139,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$400.00,0,$400.00,0.20,$480.00,2,48,"1",2008-07-26 0:00:00,,
99,140,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$410.00,0,$410.00,0.20,$492.00,2,48,"1",2008-08-09 0:00:00,,
100,141,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$450.00,0,$450.00,0.20,$540.00,2,48,"1",2008-12-13 0:00:00,,
101,142,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$450.00,0,$450.00,0.20,$540.00,2,48,"1",2008-07-19 0:00:00,,
102,86,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$490.00,0,$490.00,0.20,$588.00,1,48,"3",2008-07-26 0:00:00,,
103,151,4,2007-10-06 0:00:00,2007-10-08 0:00:00,$450.00,0,$450.00,0.20,$540.00,1,48,"3",2008-09-13 0:00:00,,
104,189,1,2007-10-06 0:00:00,2007-10-08 0:00:00,$380.00,0,$380.00,0.20,$456.00,1,48,"1",2008-12-31 0:00:00,"Incobrable 2008",
105,143,1,2007-10-20 0:00:00,2007-10-22 0:00:00,$800.00,0,$800.00,0.20,$960.00,1,48,"9",2008-10-04 0:00:00,,
106,102,1,2007-10-27 0:00:00,2007-10-29 0:00:00,$600.00,100,$500.00,0.20,$720.00,1,48,"3",2008-05-10 0:00:00,,
107,48,1,2007-10-27 0:00:00,2007-10-29 0:00:00,$800.00,33,$766.75,0.20,$960.00,1,48,"7",2008-07-19 0:00:00,,
108,114,1,2007-11-03 0:00:00,2007-11-05 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-09-13 0:00:00,,
109,116,1,2007-11-04 0:00:00,2007-11-06 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-12-31 0:00:00,"Incobrable 2008",
110,34,1,2007-11-17 0:00:00,2007-11-19 0:00:00,$500.00,12,$488.00,0.20,$600.00,1,48,"3",2008-08-23 0:00:00,,
111,61,1,2007-11-24 0:00:00,2007-11-26 0:00:00,$477.00,0,$477.00,0.20,$572.40,1,48,"5",2008-12-13 0:00:00,,
112,85,1,2007-11-24 0:00:00,2007-11-26 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"3",2009-12-31 0:00:00,"Incobrable 2009",
113,59,1,2007-11-24 0:00:00,2007-11-26 0:00:00,$800.00,0,$800.00,0.20,$960.00,1,48,"6",2008-09-13 0:00:00,,
114,65,1,2007-11-24 0:00:00,2007-11-26 0:00:00,$700.00,54,$646.10,0.20,$840.00,1,48,"5",2008-12-31 0:00:00,"Incobrable 2008",
115,68,1,2007-12-01 0:00:00,2007-12-03 0:00:00,$700.00,35,$665.10,0.20,$840.00,1,48,"5",2009-10-03 0:00:00,,
116,2,1,2007-12-15 0:00:00,2007-12-17 0:00:00,$700.00,0,$700.00,0.20,$840.00,1,48,"5",2008-12-31 0:00:00,"Incobrable 2008",
117,64,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$700.00,93,$606.80,0.20,$840.00,1,48,"4",,,
118,145,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$600.00,0,$600.00,0.20,$720.00,1,48,"6",2008-08-23 0:00:00,,
119,69,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$700.00,139,$561.00,0.20,$840.00,1,48,"5",2008-10-04 0:00:00,,
120,50,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$800.00,149,$651.00,0.20,$960.00,1,48,"8",2008-10-11 0:00:00,,
121,159,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,34,$466.00,0.20,$600.00,1,48,"2",2009-05-02 0:00:00,"Incobrable 2008",
122,161,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-12-06 0:00:00,,
123,162,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-03-08 0:00:00,,
124,163,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,90,$410.00,0.20,$600.00,1,48,"2",2008-12-31 0:00:00,"Incobrable 2008",
125,164,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,80,$420.00,0.20,$600.00,1,48,"2",2008-10-11 0:00:00,,
126,166,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,80,$420.00,0.20,$600.00,1,48,"2",2008-09-27 0:00:00,,
127,167,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,90,$410.00,0.20,$600.00,1,48,"2",2009-04-18 0:00:00,"Incobrable 2008",
128,63,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$700.00,0,$700.00,0.20,$840.00,1,48,"5",2008-10-04 0:00:00,,
129,137,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$2000.00,500,$1500.00,0.20,$2400.00,1,48,"11",2008-10-18 0:00:00,,
130,100,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$500.00,110,$390.00,0.20,$600.00,1,48,"3",2008-11-08 0:00:00,,
131,60,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$700.00,128,$572.00,0.20,$840.00,1,48,"5",2009-02-07 0:00:00,,
132,147,1,2007-12-22 0:00:00,2007-12-24 0:00:00,$1000.00,140,$860.00,0.20,$1200.00,1,48,"9",2008-12-31 0:00:00,"Incobrable 2008",
133,36,1,2007-12-29 0:00:00,2007-12-31 0:00:00,$615.00,0,$615.00,0.20,$738.00,1,48,"5",2010-03-13 0:00:00,,
134,190,1,2007-12-29 0:00:00,2007-12-31 0:00:00,$500.00,0,$500.00,0.20,$600.00,1,48,"2",2008-12-31 0:00:00,"Incobrable 2008",
135,14,1,2007-12-29 0:00:00,2007-12-31 0:00:00,$700.00,0,$700.00,0.20,$840.00,1,48,"5",2008-12-31 0:00:00,"Incobrable 2008",
136,91,1,2007-12-29 0:00:00,2007-12-31 0:00:00,$600.00,0,$600.00,0.20,$720.00,1,48,"4",2008-06-26 0:00:00,,
137,1,1,2005-04-20 0:00:00,2005-04-22 0:00:00,$280.00,0,$280.00,0.01,$322.00,1,48,"2",2007-12-03 0:00:00,,
138,3,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$192.55,1,48,"Desconocido",2006-08-31 0:00:00,,
139,4,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$155.81,1,48,"Desconocido",2006-12-09 0:00:00,,
140,5,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$110.50,1,48,"Desconocido",2007-01-06 0:00:00,"Incobrable 2007",
141,6,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$126.39,0,$126.39,0.01,$145.35,1,48,"Desconocido",2008-12-31 0:00:00,"Incobrable 2008",
142,7,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$124.15,1,48,"Desconocido",2006-10-28 0:00:00,,
143,9,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$77.83,1,48,"Desconocido",2006-09-23 0:00:00,,
144,10,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$86.30,1,48,"Desconocido",2006-09-09 0:00:00,,
145,12,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$180.00,1,48,"1",2006-12-09 0:00:00,,
146,15,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$59.55,1,48,"Desconocido",2006-10-07 0:00:00,,
147,17,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$139.02,1,48,"Desconocido",2006-09-16 0:00:00,,
148,21,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$95.15,1,48,"Desconocido",2006-12-23 0:00:00,,
149,22,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$165.54,1,48,"Desconocido",2006-10-07 0:00:00,,
150,23,1,2006-05-20 0:00:00,2006-05-22 0:00:00,$343.75,0,$343.75,0.20,$412.50,1,48,"Desconocido",2008-12-31 0:00:00,"Incobrable 2008",
151,24,1,2006-06-10 0:00:00,2006-06-13 0:00:00,$450.00,0,$450.00,0.01,$517.50,1,48,"2",2008-12-31 0:00:00,"Incobrable 2008",
152,25,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$385.96,1,48,"Desconocido",2007-06-04 0:00:00,,
153,26,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$357.60,1,48,"Desconocido",2006-09-16 0:00:00,,
154,27,1,2006-06-10 0:00:00,2006-06-12 0:00:00,$450.00,0,$450.00,0.01,$517.50,1,48,"2",2008-04-15 0:00:00,"Incobrable 2008",
155,30,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$8.60,1,48,"Desconocido",2006-11-25 0:00:00,,
156,31,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$27.50,1,48,"Desconocido",2006-09-02 0:00:00,,
157,32,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$0.90,1,48,"Desconocido",2006-08-31 0:00:00,,
159,35,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$155.00,1,48,"Desconocido",2006-11-04 0:00:00,,
161,40,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$255.14,1,48,"Desconocido",2006-12-04 0:00:00,,
162,44,1,2005-10-21 0:00:00,2005-10-23 0:00:00,$450.00,0,$450.00,0.01,$517.50,1,48,"4",2008-04-12 0:00:00,,
163,46,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$253.50,1,48,"Desconocido",2006-11-18 0:00:00,,
164,51,1,2006-02-18 0:00:00,2006-02-20 0:00:00,$450.00,0,$342.20,0.01,$517.50,1,48,"5",2008-03-29 0:00:00,,
165,52,1,2006-01-04 0:00:00,2006-03-04 0:00:00,$450.00,0,$327.00,0.01,$517.50,1,48,"3",2008-12-31 0:00:00,"Incobrable 2008",
166,53,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$306.40,1,48,"Desconocido",2007-08-11 0:00:00,,
167,54,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$176.75,1,48,"Desconocido",2007-10-01 0:00:00,,
168,55,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$287.08,1,48,"Desconocido",2007-06-04 0:00:00,,
169,56,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$355.34,1,48,"Desconocido",2007-08-11 0:00:00,,
170,57,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$346.22,1,48,"Desconocido",2007-09-03 0:00:00,,
171,66,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$440.50,1,48,"4",2007-05-19 0:00:00,,
172,67,1,2004-12-16 0:00:00,2006-12-18 0:00:00,$450.00,0,$450.00,0.01,$517.50,1,48,"2",2007-05-07 0:00:00,,
173,70,1,2006-07-29 0:00:00,2006-07-31 0:00:00,$450.00,0,$441.52,0.01,$517.50,1,48,"3",2007-08-25 0:00:00,,
174,71,1,2006-03-18 0:00:00,2006-03-20 0:00:00,$450.00,0,$356.00,0.01,$517.50,1,48,"2",2007-08-04 0:00:00,,
175,75,1,2005-07-09 0:00:00,2005-07-09 0:00:00,$400.00,0,$400.00,0.01,$460.00,1,48,"2",2007-10-01 0:00:00,,
176,76,1,2005-06-18 0:00:00,2005-06-20 0:00:00,$450.00,0,$364.40,0.01,$517.50,1,48,"Desconocido",2007-03-05 0:00:00,,
177,79,1,2006-08-31 0:00:00,2006-09-02 0:00:00,$0.00,0,$0.00,0.20,$98.58,1,48,"Desconocido",2006-09-04 0:00:00,,
178,80,1,2005-09-17 0:00:00,2005-09-19 0:00:00,$450.00,0,$369.14,0.01,$517.50,1,48,"2",2006-11-06 0:00:00,,
